Time,Azimuth,PredRaw,PredPost
58177.0876830355,257.297297297297,18,17
58177.0881830355,202.882882882883,17,17
58177.1321830355,187.207207207207,17,17
58177.1801830355,203.603603603604,17,17
58177.2816830354,186.306306306306,15,17
58177.5081830354,257.477477477477,18,17
58177.5871830354,257.657657657658,18,17
58177.8366830353,187.027027027027,17,17
58177.9751830353,257.657657657658,18,17
58178.1546830353,203.063063063063,17,17
58178.4206830352,186.486486486487,17,17
58178.5501830352,186.486486486487,15,17
58178.7781830352,251.531531531532,18,17
58178.8496830352,186.846846846847,17,17
58178.8661830352,186.846846846847,17,17
58178.9361830352,204.684684684685,17,17
58178.9366830352,257.297297297297,18,17
58178.9931830351,186.666666666667,17,17
58179.0621830351,259.279279279279,18,17
58179.073183035,251.531531531532,18,17
58179.118183035,187.027027027027,17,17
58179.299683035,186.486486486487,17,17
58179.552183035,257.477477477477,18,17
58179.688683035,257.837837837838,18,17
58179.935683035,257.477477477477,18,17
58180.0716830349,203.243243243243,17,17
58180.0716830349,186.666666666667,17,17
58180.0986830349,251.891891891892,18,17
58180.2511830349,257.657657657658,18,17
58180.2516830349,203.603603603604,17,17
58180.3671830349,187.207207207207,17,17
58180.6056830348,257.837837837838,18,17
58180.7671830348,257.837837837838,18,17
58180.7876830348,257.477477477477,18,17
58180.7916830348,257.657657657658,18,17
58180.8321830348,203.063063063063,17,17
58180.8336830347,257.477477477477,18,17
58181.0511830347,186.486486486487,17,17
58181.1806830347,186.846846846847,17,17
58181.4176830347,187.027027027027,17,17
58181.5471830346,203.423423423423,17,17
58181.5561830346,186.486486486487,17,17
58181.6161830346,251.531531531532,18,17
58181.8756830346,187.207207207207,17,17
58181.8766830346,203.243243243243,17,17
58181.9541830346,257.837837837838,18,17
58181.9571830346,187.027027027027,17,17
58182.3466830345,187.207207207207,17,17
58182.3656830345,257.837837837838,18,17
58182.3661830345,186.846846846847,17,17
58182.4981830345,187.207207207207,17,17
58182.7346830344,186.306306306306,17,17
58182.8801830344,203.603603603604,17,17
58182.8801830344,186.666666666667,17,17
58183.3651830344,187.027027027027,17,17
58183.3666830344,203.783783783784,17,17
58183.4066830344,203.063063063063,17,17
58183.4881830344,258.558558558559,18,17
58183.5636830343,257.837837837838,18,17
58183.5866830343,257.297297297297,18,17
58183.6656830343,186.666666666667,17,17
58183.6851830342,186.846846846847,17,17
58183.7991830342,186.846846846847,17,17
58183.8151830342,186.486486486487,17,17
58183.8161830342,257.657657657658,18,17
58183.8161830342,203.963963963964,17,17
58183.8411830342,257.657657657658,18,17
58183.8411830342,203.963963963964,17,17
58184.1296830342,257.477477477477,18,17
58184.1561830342,257.657657657658,18,17
58184.6041830341,251.531531531532,18,17
58184.7486830341,257.477477477477,18,17
58184.7491830341,202.522522522523,17,17
58184.8686830341,187.027027027027,17,17
58184.898683034,203.963963963964,17,17
58184.916683034,186.666666666667,17,17
58184.949683034,186.666666666667,17,17
58184.950183034,255.495495495496,18,17
58185.252183034,251.171171171171,18,17
58185.3586830339,186.486486486487,17,17
58185.3591830339,256.576576576577,18,17
58185.4991830339,186.666666666667,17,17
58185.7321830339,186.666666666667,17,17
58185.8656830338,186.666666666667,17,17
58185.8656830338,203.063063063063,17,17
58186.0551830338,187.027027027027,17,17
58186.4236830337,257.837837837838,18,17
58186.7196830337,258.378378378378,18,17
58186.8571830336,186.306306306306,17,17
58186.8731830336,257.657657657658,18,17
58186.9971830335,186.486486486487,17,17
58187.4176830335,257.477477477477,18,17
58187.5321830335,203.963963963964,17,17
58187.5706830335,257.477477477477,18,17
58187.7496830334,257.837837837838,18,17
58187.7506830334,203.423423423423,17,17
58187.8636830334,203.423423423423,17,17
58187.8641830334,187.027027027027,17,17
58187.9126830334,187.027027027027,17,17
58187.9321830334,186.846846846847,17,17
58187.9326830334,256.756756756757,18,17
58187.9821830334,257.657657657658,18,17
58188.0086830333,186.306306306306,17,17
58188.0151830333,257.657657657658,18,17
58188.1301830333,257.837837837838,18,17
58188.1301830333,202.702702702703,17,17
58188.3461830333,186.486486486486,17,17
58188.3651830333,186.306306306306,17,17
58188.4951830332,186.846846846847,17,17
58189.1461830332,203.783783783784,17,17
58189.3616830332,258.198198198198,18,17
58189.3616830332,186.306306306306,17,17
58189.3621830332,202.702702702703,17,17
58189.3986830332,203.243243243243,17,17
58189.4796830332,186.666666666667,17,17
58189.4966830331,258.018018018018,18,17
58189.4986830331,186.666666666667,17,17
58189.6216830331,186.666666666667,17,17
58189.6216830331,203.423423423423,17,17
58189.6556830331,258.198198198198,18,17
58189.6611830331,186.666666666667,17,17
58189.8286830331,186.846846846847,17,17
58189.872183033,257.657657657658,18,17
58190.034683033,186.666666666667,17,17
58190.203683033,186.306306306306,17,17
58190.2051830329,202.162162162162,17,17
58190.3371830329,257.477477477477,18,17
58190.3691830329,201.981981981982,17,17
58190.3741830329,257.657657657658,18,17
58190.5531830328,203.243243243243,17,17
58190.7976830328,257.477477477477,18,17
58190.8026830328,251.351351351351,18,17
58190.8476830328,186.306306306306,31,17
58190.8696830328,186.306306306306,31,17
58190.9276830328,186.666666666667,31,17
58190.9321830327,257.657657657658,18,17
58190.9331830327,203.243243243243,17,17
58190.9956830327,186.666666666667,31,17
58191.3651830327,186.486486486487,31,17
58191.4941830327,186.486486486487,31,17
58191.9241830327,186.126126126126,17,17
58192.0911830326,185.945945945946,17,17
58192.0921830326,257.477477477477,18,17
58192.3076830326,257.657657657658,18,17
58192.3881830326,257.837837837838,18,17
58192.3886830326,186.486486486487,17,17
58192.4571830325,257.297297297297,18,17
58192.4576830325,202.342342342342,17,17
58192.5071830325,257.837837837838,18,17
58192.8086830324,204.324324324324,17,17
58192.8821830324,202.342342342342,17,17
58192.8861830324,257.837837837838,18,17
58192.9101830323,257.477477477477,18,17
58193.6141830323,185.945945945946,31,17
58193.7451830323,185.585585585586,31,17
58193.7456830323,258.018018018018,18,17
58193.7456830323,202.522522522523,17,17
58193.8631830323,186.126126126126,31,17
58193.8631830323,258.018018018018,18,17
58193.8936830322,203.063063063063,17,17
58193.9986830322,257.297297297297,18,17
58193.9996830322,186.306306306306,31,17
58194.0646830322,251.711711711712,18,17
58194.0816830322,252.072072072072,18,17
58194.1636830322,186.126126126126,31,17
58194.3116830321,186.306306306306,31,17
58194.3116830321,257.477477477477,18,17
58195.3701830321,257.837837837838,18,17
58195.3711830321,186.306306306306,17,17
58195.4301830321,257.477477477477,18,17
58195.4301830321,186.486486486487,17,17
58195.480683032,186.126126126126,17,17
58195.480683032,257.657657657658,18,17
58195.550183032,257.657657657658,18,17
58195.5911830319,257.837837837838,18,17
58195.6141830319,257.477477477477,18,17
58195.6191830319,185.945945945946,17,17
58195.8306830319,258.018018018018,18,17
58196.0576830318,257.657657657658,18,17
58196.3236830318,258.018018018018,18,17
58196.6131830317,186.126126126126,17,17
58196.7451830317,186.306306306306,17,17
58196.9921830317,186.126126126126,17,17
58196.9986830316,252.072072072072,18,17
58197.0001830316,257.657657657658,18,17
58197.1261830316,258.018018018018,18,17
58197.1266830316,186.126126126126,17,17
58197.1596830316,251.711711711712,18,17
58197.3191830316,257.837837837838,37,17
58197.3196830316,203.243243243243,34,17
58197.3641830316,257.837837837838,37,17
58197.4951830315,257.837837837838,37,17
58197.4951830315,203.603603603604,34,17
58197.6421830315,204.324324324324,34,17
58198.0976830315,186.126126126126,35,17
58198.1511830314,202.522522522523,17,17
58198.2436830314,185.945945945946,35,17
58198.2441830314,258.018018018018,37,17
58198.3606830314,186.306306306306,35,17
58198.3621830314,257.837837837838,37,17
58198.4806830313,185.585585585586,35,17
58198.4911830313,258.018018018018,37,17
58198.6256830313,186.306306306306,35,17
58198.6261830313,257.477477477477,37,17
58198.7811830313,258.198198198198,37,17
58198.7916830312,257.837837837838,37,17
58199.0626830312,257.837837837838,37,17
58199.1806830312,257.837837837838,37,17
58199.1926830312,202.882882882883,34,17
58199.1931830312,257.837837837838,37,17
58199.5321830311,258.018018018018,37,17
58199.8426830311,185.585585585586,35,17
58199.8601830311,258.198198198198,37,17
58199.8611830311,185.765765765766,35,17
58200.134683031,204.144144144144,34,17
58200.138683031,252.072072072072,36,17
58200.147683031,185.945945945946,35,17
58200.154183031,258.018018018018,37,17
58200.272683031,203.603603603604,34,17
58200.2961830309,186.306306306306,35,17
58200.2966830309,258.198198198198,37,17
58200.9286830309,257.477477477477,37,17
58201.0571830309,258.018018018018,37,17
58201.0576830309,202.522522522523,34,17
58201.1536830308,185.585585585586,35,17
58201.1636830308,204.144144144144,34,17
58201.2486830308,257.837837837838,37,17
58201.2526830308,186.306306306306,35,17
58201.5351830308,185.945945945946,35,17
58201.5381830307,257.297297297297,37,17
58201.6526830307,203.063063063063,34,17
58201.7271830307,256.756756756757,37,17
58201.8256830307,184.864864864865,35,17
58201.8271830306,257.837837837838,37,17
58202.2481830306,257.837837837838,37,17
58202.5901830306,185.405405405405,35,17
58202.6101830306,185.585585585586,35,17
58202.7401830305,185.765765765766,35,17
58202.7561830305,185.945945945946,17,17
58202.7566830305,258.378378378378,37,17
58202.7971830305,258.018018018018,37,17
58202.8196830305,258.018018018018,18,17
58202.8561830304,185.945945945946,17,17
58202.8571830304,258.198198198198,37,17
58202.9261830304,258.198198198198,37,17
58202.9441830304,258.018018018018,37,17
58202.9446830304,203.243243243243,34,17
58203.0366830304,256.756756756757,18,17
58203.0381830304,185.585585585586,35,17
58203.0861830304,252.072072072072,18,17
58203.1571830304,185.945945945946,35,17
58203.1576830304,258.198198198198,37,17
58203.1736830304,185.225225225225,17,17
58203.3086830304,203.243243243243,17,17
58203.3086830304,185.945945945946,17,17
58203.3091830304,257.657657657658,18,17
58204.3596830303,258.018018018018,18,17
58204.3601830303,185.765765765766,17,17
58204.3606830303,203.963963963964,17,17
58204.3766830303,204.864864864865,17,17
58204.3906830303,204.144144144144,17,17
58204.4341830303,258.018018018018,37,17
58204.4346830303,203.783783783784,34,17
58204.4771830303,185.945945945946,17,17
58204.4776830303,258.018018018018,37,17
58204.6226830303,258.198198198198,37,17
58204.6236830303,185.045045045045,35,17
58204.8266830302,258.018018018018,37,17
58204.8271830302,204.144144144144,17,17
58205.0816830302,185.585585585586,17,17
58205.0941830302,258.018018018018,37,17
58205.1246830301,204.324324324324,17,17
58205.1971830301,185.945945945946,17,17
58205.1971830301,257.837837837838,18,17
58205.5311830301,257.657657657658,18,17
58205.85918303,185.225225225225,17,17
58205.85918303,258.018018018018,18,17
58206.27918303,251.891891891892,18,17
58206.69068303,258.018018018018,18,17
58207.30718303,185.765765765766,17,17
58207.35918303,258.198198198198,37,17
58207.35968303,185.405405405405,17,17
58207.3631830299,203.423423423423,17,17
58207.4251830299,203.423423423423,17,17
58207.4256830299,185.585585585586,17,17
58207.4256830299,258.198198198198,18,17
58207.4801830299,185.585585585586,17,17
58207.4801830299,257.657657657658,18,17
58207.4966830299,185.405405405405,17,17
58207.4966830299,257.297297297297,18,17
58207.6236830299,185.765765765766,17,17
58207.6236830299,258.018018018018,18,17
58207.8326830299,258.378378378378,18,17
58207.8336830299,204.324324324324,17,17
58207.8646830298,257.837837837838,18,17
58207.9941830298,202.882882882883,17,17
58207.9956830298,258.198198198198,18,17
58208.0661830297,257.657657657658,18,17
58208.1626830297,203.603603603604,17,17
58208.4121830297,185.585585585586,17,17
58208.5551830296,258.198198198198,37,17
58208.5561830297,185.405405405405,17,17
58208.8601830296,258.378378378378,37,17
58208.8601830296,185.765765765766,17,17
58208.8611830296,204.144144144144,17,17
58208.9076830296,258.198198198198,18,17
58208.9381830295,258.198198198198,18,17
58209.0396830295,185.405405405405,17,17
58209.0701830295,251.531531531532,18,17
58209.1246830295,258.198198198198,18,17
58209.1271830295,203.243243243243,17,17
58209.1671830295,185.585585585586,17,17
58209.2941830294,203.063063063063,17,17
58209.3216830294,258.378378378378,18,17
58209.3221830294,185.765765765766,17,17
58209.7281830294,185.225225225225,17,17
58209.8681830294,185.045045045045,17,17
58209.8681830294,258.378378378378,37,17
58210.0516830293,203.063063063063,17,17
58210.0541830293,258.198198198198,18,17
58210.0541830293,185.765765765766,17,17
58210.1746830293,202.882882882883,17,17
58210.1926830293,256.216216216216,18,17
58210.3091830292,258.198198198198,18,17
58210.3561830292,185.945945945946,17,17
58210.3561830292,258.018018018018,18,17
58210.4736830292,258.198198198198,18,17
58210.4766830292,203.063063063063,17,17
58210.5091830291,256.216216216216,18,17
58210.5126830291,185.585585585586,17,17
58210.7601830291,258.018018018018,37,17
58210.7816830291,258.198198198198,18,17
58210.7921830291,258.198198198198,37,17
58211.2231830291,185.225225225225,35,17
58211.386683029,258.198198198198,37,17
58211.387183029,185.405405405405,17,17
58211.388183029,202.882882882883,17,17
58211.846183029,258.558558558559,37,17
58211.846183029,185.585585585586,17,17
58211.847683029,203.783783783784,17,17
58211.997183029,257.837837837838,37,17
58212.5266830289,185.045045045045,17,17
58212.7061830289,203.243243243243,17,17
58212.7061830289,258.378378378378,37,17
58212.7066830289,185.585585585586,17,17
58213.0486830289,184.684684684685,17,17
58213.0486830289,258.378378378378,37,17
58213.1591830288,203.063063063063,17,17
58213.2556830288,203.243243243243,17,17
58213.2556830288,258.018018018018,37,17
58213.3151830288,258.018018018018,37,17
58213.3156830288,185.225225225225,35,17
58213.3721830288,185.765765765766,17,17
58213.3726830288,258.198198198198,37,17
58213.3901830288,202.882882882883,17,17
58213.4226830287,185.405405405405,17,17
58213.4381830287,185.405405405405,17,17
58213.4386830287,258.378378378378,37,17
58213.5121830287,258.198198198198,18,17
58213.6551830287,255.675675675676,18,17
58213.6716830287,255.855855855856,18,17
58213.8581830287,185.765765765766,17,17
58213.8591830287,258.378378378378,18,17
58214.0511830286,257.837837837838,18,17
58214.1951830286,258.378378378378,18,17
58214.1956830286,203.603603603604,17,17
58214.4111830285,185.045045045045,17,17
58214.5536830285,185.585585585586,17,17
58214.5536830285,258.198198198198,37,17
58214.6301830285,258.018018018018,37,17
58214.8491830284,185.225225225225,17,17
58214.8496830284,202.882882882883,17,17
58214.8496830284,258.018018018018,37,17
58214.9826830284,256.756756756757,18,17
58214.9891830284,184.864864864865,17,17
58215.1191830284,258.378378378378,37,17
58215.1201830284,202.882882882883,17,17
58215.2846830284,203.423423423423,17,17
58215.3526830283,185.405405405405,17,17
58215.3716830283,185.225225225225,17,17
58215.4931830283,257.837837837838,37,17
58215.4936830283,185.225225225225,35,17
58215.6351830283,203.783783783784,17,17
58215.7416830283,185.045045045045,17,17
58215.8711830283,257.837837837838,37,17
58215.8721830282,184.684684684685,35,17
58216.3586830282,258.378378378378,18,17
58216.3591830282,185.225225225225,17,17
58216.3596830282,202.702702702703,17,17
58216.4386830282,202.702702702703,17,17
58216.4391830282,258.018018018018,18,17
58216.5091830282,258.018018018018,18,17
58216.6251830282,258.198198198198,18,17
58216.6251830282,202.342342342342,17,17
58216.8271830281,258.198198198198,18,17
58216.8276830281,202.702702702703,17,17
58216.9771830281,258.018018018018,18,17
58217.242183028,185.045045045045,17,17
58217.368683028,258.018018018018,18,17
58217.369183028,185.045045045045,17,17
58217.558183028,185.405405405405,17,17
58217.558683028,202.702702702703,17,17
58217.559183028,257.837837837838,18,17
58217.8101830279,258.378378378378,18,17
58217.9326830279,258.378378378378,18,17
58217.9381830279,203.603603603604,17,17
58218.2286830279,256.036036036036,18,17
58218.6996830279,258.018018018018,18,17
58218.7001830278,203.423423423423,17,17
58218.7196830278,185.225225225225,35,17
58218.7346830278,184.864864864865,17,17
58218.8741830278,258.738738738739,37,17
58218.8746830278,185.225225225225,17,17
58218.8751830278,202.882882882883,17,17
58219.0346830278,185.045045045045,17,17
58219.0351830278,258.198198198198,37,17
58219.0501830278,258.018018018018,37,17
58219.0511830278,185.225225225225,17,17
58219.0516830278,202.702702702703,17,17
58219.2996830278,185.045045045045,17,17
58219.4351830277,184.864864864865,17,17
58219.4351830277,257.837837837838,18,17
58219.4356830277,203.783783783784,17,17
58219.5031830277,203.243243243243,17,17
58219.5056830277,258.738738738739,18,17
58219.5056830277,185.405405405405,17,17
58219.7856830277,203.063063063063,17,17
58219.8381830277,258.198198198198,18,17
58219.8386830277,203.423423423423,17,17
58219.8821830276,258.198198198198,18,17
58219.9071830276,257.837837837838,18,17
58220.4271830276,257.837837837838,18,17
58220.5401830275,203.243243243243,17,17
58220.5456830275,184.864864864865,15,17
58220.5496830275,258.198198198198,18,17
58220.5551830275,205.225225225225,17,17
58221.0011830275,255.855855855856,18,17
58221.0036830275,185.045045045045,15,17
58221.2861830275,203.063063063063,17,17
58221.3021830274,258.018018018018,18,17
58221.3176830274,258.018018018018,18,17
58221.3181830274,204.864864864865,17,17
58221.5546830274,185.045045045045,15,17
58221.5596830274,251.531531531532,18,17
58221.6846830274,185.045045045045,15,17
58221.6856830274,203.963963963964,17,17
58221.8686830273,258.018018018018,37,17
58221.8691830273,203.963963963964,17,17
58221.8826830273,258.558558558559,37,17
58221.9236830273,258.018018018018,37,17
58222.0801830273,185.225225225225,15,17
58222.0806830272,203.963963963964,17,17
58222.0836830272,258.378378378378,37,17
58222.1576830272,203.963963963964,17,17
58222.3536830272,185.405405405405,35,17
58222.3536830272,258.738738738739,37,17
58222.4966830272,184.864864864865,15,17
58222.6206830271,258.198198198198,37,17
58222.6211830271,184.864864864865,15,17
58223.1811830271,258.018018018018,18,17
58223.2161830271,184.864864864865,17,17
58223.2461830271,184.684684684685,17,17
58223.372183027,185.045045045045,17,17
58223.550683027,203.063063063063,17,17
58223.551183027,258.198198198198,18,17
58223.551183027,184.504504504505,17,17
58223.575183027,184.864864864865,17,17
58223.866683027,258.198198198198,18,17
58223.866683027,184.684684684685,17,17
58223.867683027,204.324324324324,17,17
58223.884183027,203.603603603604,17,17
58223.986683027,258.018018018018,18,17
58224.0101830269,258.378378378378,18,17
58224.1116830269,255.135135135135,18,17
58224.1256830269,258.558558558559,18,17
58224.1256830269,203.963963963964,17,17
58224.3526830269,184.684684684685,15,17
58224.5021830268,258.018018018018,18,17
58224.5031830268,185.045045045045,17,17
58224.5341830268,251.531531531532,18,17
58224.7006830268,258.018018018018,18,17
58224.7011830268,205.225225225225,17,17
58224.8151830268,251.531531531532,18,17
58225.0501830268,184.684684684685,17,17
58225.0506830268,257.837837837838,18,17
58225.0511830268,202.702702702703,17,17
58225.0846830268,184.324324324324,15,17
58225.1131830268,184.684684684685,17,17
58225.2496830267,258.738738738739,37,17
